category,horizon,method,origin_year,mean_signed_pct_error,median_signed_pct_error,std_pct_error,n_counties,n_obs
Reservation,3,sdc_2024,2010,-4.067366666666667,-4.1478,0.7162452536201085,3,3
Reservation,3,sdc_2024,2015,0.21109999999999998,0.9579,1.5151668950976984,3,3
Reservation,3,sdc_2024,2020,3.140833333333333,2.582,2.013866813702766,3,3
Reservation,4,m2026,2005,-1.8443666666666667,-2.2392,1.249737661804802,3,3
Reservation,4,m2026,2010,-5.9684,-5.6369,0.6474761076673025,3,3
Reservation,4,m2026,2015,2.3327,4.2107,3.454774522309669,3,3
Reservation,4,m2026,2020,2.2282333333333333,2.2431,1.0204812214506123,3,3
Reservation,4,sdc_2024,2005,-2.2291000000000003,-2.443,1.2377898569628045,3,3
Reservation,4,sdc_2024,2010,-6.384966666666667,-6.2549,0.8018511166877135,3,3
Reservation,4,sdc_2024,2015,0.9503,2.4659,2.982898000267525,3,3
Reservation,4,sdc_2024,2020,2.5461333333333336,2.8772,1.1280447036059047,3,3
Reservation,5,m2026,2005,-3.0286000000000004,-2.9786,1.2362585692321815,3,3
Reservation,5,m2026,2010,-6.473,-6.1418,0.8026955649559803,3,3
Reservation,5,m2026,2015,18.557566666666666,17.6999,4.444898631390072,3,3
Reservation,5,sdc_2024,2005,-3.494266666666667,-3.1963,1.2790506883362103,3,3
Reservation,5,sdc_2024,2010,-6.964066666666667,-6.8895,0.9900582524949396,3,3
Reservation,5,sdc_2024,2015,16.594966666666668,15.2532,4.014500263212513,3,3
Reservation,6,m2026,2005,-3.689666666666666,-3.1687,1.362988086277108,3,3
Reservation,6,m2026,2010,-5.863566666666667,-5.8776,0.3358699500302657,3,3
Reservation,6,m2026,2015,21.850466666666666,22.7304,3.51607284528255,3,3
Reservation,6,sdc_2024,2005,-4.211233333333333,-3.4798,1.4699372923132925,3,3
Reservation,6,sdc_2024,2010,-6.379933333333334,-6.5212,0.6353892140517757,3,3
Reservation,6,sdc_2024,2015,19.541,19.7808,2.8283345841678638,3,3
Reservation,7,m2026,2005,-5.2804,-5.4956,1.778193420300503,3,3
Reservation,7,m2026,2010,-6.910833333333334,-6.5943,0.7860482830802019,3,3
Reservation,7,m2026,2015,23.044466666666665,24.9083,5.16827351088672,3,3
Reservation,7,sdc_2024,2005,-5.852833333333333,-5.8768,1.8208682992828813,3,3
Reservation,7,sdc_2024,2010,-7.429866666666666,-7.3113,0.9665198618410973,3,3
Reservation,7,sdc_2024,2015,20.42106666666667,21.5079,4.299245343468239,3,3
Reservation,8,m2026,2005,-7.2436333333333325,-7.8279,1.8734246964672299,3,3
Reservation,8,m2026,2010,-7.1809666666666665,-7.3984,0.8471430477394792,3,3
Reservation,8,m2026,2015,24.12196666666667,26.6239,6.100734529819614,3,3
Reservation,8,sdc_2024,2005,-7.862066666666666,-8.2611,1.8946321076486943,3,3
Reservation,8,sdc_2024,2010,-7.695833333333334,-8.0411,0.6634953604459745,3,3
Reservation,8,sdc_2024,2015,21.194599999999998,22.7797,5.084273518409487,3,3
Reservation,9,m2026,2005,-9.577966666666667,-10.3623,1.8698386276182586,3,3
Reservation,9,m2026,2010,-6.832133333333332,-6.6633,2.0820902534072174,3,3
Reservation,9,m2026,2015,24.010900000000003,25.1903,6.260382617699975,3,3
Reservation,9,sdc_2024,2005,-10.236066666666666,-10.8286,1.8721971219220832,3,3
Reservation,9,sdc_2024,2010,-7.332999999999999,-7.2883,1.8721502690756424,3,3
Reservation,9,sdc_2024,2015,20.823833333333337,21.0039,5.286400553621844,3,3
Reservation,10,m2026,2005,-10.231,-11.21,2.1349658334502695,3,3
Reservation,10,m2026,2010,7.2286,5.61,3.8068690324202112,3,3
Reservation,10,sdc_2024,2005,-10.936633333333333,-11.7008,2.115241102884806,3,3
Reservation,10,sdc_2024,2010,6.689066666666666,5.3227,3.721393081002507,3,3
Reservation,11,m2026,2005,-9.763733333333334,-9.9153,2.2652561540217335,3,3
Reservation,11,m2026,2010,9.620433333333333,8.3699,2.290063766215547,3,3
Reservation,11,sdc_2024,2005,-10.444866666666668,-10.4202,2.344497322099843,3,3
Reservation,11,sdc_2024,2010,8.953933333333334,7.927,2.2345098038123115,3,3
Reservation,12,m2026,2005,-10.882366666666668,-11.9122,2.331568266925361,3,3
Reservation,12,m2026,2010,10.088566666666667,9.389,3.182154732776729,3,3
Reservation,12,sdc_2024,2005,-11.522633333333332,-12.395,2.3899045427241083,3,3
Reservation,12,sdc_2024,2010,9.314733333333335,8.4532,3.1050730383250786,3,3
Reservation,13,m2026,2005,-11.264433333333335,-11.677,1.3760453347667485,3,3
Reservation,13,m2026,2010,10.444866666666666,10.1131,3.67848805942514,3,3
Reservation,13,sdc_2024,2005,-11.860966666666664,-12.1311,1.490375329684887,3,3
Reservation,13,sdc_2024,2010,9.5769,9.07,3.6365436488512004,3,3
Reservation,14,m2026,2005,-11.058933333333334,-11.1347,0.25117213884770984,3,3
Reservation,14,m2026,2010,9.758666666666668,8.0895,4.1732986381678145,3,3
Reservation,14,sdc_2024,2005,-11.606266666666668,-11.5411,0.41668950470744176,3,3
Reservation,14,sdc_2024,2010,8.818466666666668,6.9817,4.230586231638983,3,3
Reservation,15,m2026,2005,2.2337666666666665,3.5695,2.5365315715230774,3,3
Reservation,15,sdc_2024,2005,1.6749999999999998,2.9533,2.374857736791827,3,3
Reservation,16,m2026,2005,4.3998,4.2388,1.831913838039333,3,3
Reservation,16,sdc_2024,2005,3.8494333333333333,3.3733,1.915019901550199,3,3
Reservation,17,m2026,2005,4.686066666666666,5.218,0.990805048096412,3,3
Reservation,17,sdc_2024,2005,4.167666666666666,4.3693,1.0036571742050835,3,3
Reservation,18,m2026,2005,4.867633333333333,4.951,0.8272066871908941,3,3
Reservation,18,sdc_2024,2005,4.4021,4.8264,0.7479371430808874,3,3
Reservation,19,m2026,2005,4.059633333333333,4.6979,1.965621007044169,3,3
Reservation,19,sdc_2024,2005,3.6728333333333336,4.7053,1.9434095845532235,3,3
Rural,1,m2026,2005,0.09064634146341465,0.0582,1.118029419133853,41,41
Rural,1,m2026,2010,-0.9117634146341463,-0.9574,0.5752156451089007,41,41
Rural,1,m2026,2015,-0.09595609756097562,-0.1176,0.9311579186821053,41,41
Rural,1,m2026,2020,-0.1608585365853658,-0.1166,1.1229878080316833,41,41
Rural,1,sdc_2024,2005,0.0473439024390244,0.0234,1.1178130836702487,41,41
Rural,1,sdc_2024,2010,-1.038351219512195,-1.0915,0.5831645094319231,41,41
Rural,1,sdc_2024,2015,-0.47798536585365853,-0.5295,0.9371674801125399,41,41
Rural,1,sdc_2024,2020,0.06257560975609756,-0.0716,1.132940803789079,41,41
Rural,2,m2026,2005,-0.1712048780487805,-0.2637,1.7054143002436708,41,41
Rural,2,m2026,2010,-1.9398219512195123,-1.5967,1.734782617867754,41,41
Rural,2,m2026,2015,0.6623170731707316,0.3511,2.0257311636668915,41,41
Rural,2,m2026,2020,-0.5961878048780488,-0.3285,1.8750304471121424,41,41
Rural,2,sdc_2024,2005,-0.304219512195122,-0.4691,1.7348632731745048,41,41
Rural,2,sdc_2024,2010,-2.232651219512195,-1.9664,1.8431723135835607,41,41
Rural,2,sdc_2024,2015,-0.17581951219512196,-0.4684,1.8870873932093757,41,41
Rural,2,sdc_2024,2020,-0.23907560975609754,-0.3447,1.9107575477779077,41,41
Rural,3,m2026,2005,-0.6433731707317073,-0.3806,2.485288144664959,41,41
Rural,3,m2026,2010,-3.7248268292682924,-2.9557,3.2238298235192557,41,41
Rural,3,m2026,2015,1.845807317073171,0.8386,4.122661479153378,41,41
Rural,3,m2026,2020,-1.011190243902439,-0.6963,2.50432764198346,41,41
Rural,3,sdc_2024,2005,-0.9226634146341464,-0.4685,2.4800775624722,41,41
Rural,3,sdc_2024,2010,-4.217651219512196,-3.1189,3.3448583781022743,41,41
Rural,3,sdc_2024,2015,0.46740243902439016,-0.4853,3.679202735205537,41,41
Rural,3,sdc_2024,2020,-0.581258536585366,-0.5673,2.356664811229591,41,41
Rural,4,m2026,2005,-1.510590243902439,-1.5216,3.061815396035894,41,41
Rural,4,m2026,2010,-5.086639024390244,-4.5038,3.767445512603868,41,41
Rural,4,m2026,2015,2.9336146341463416,1.6398,5.452353793113621,41,41
Rural,4,m2026,2020,-1.4950780487804878,-1.0042,3.2770550502327693,41,41
Rural,4,sdc_2024,2005,-1.9953024390243903,-2.1781,3.022323178904583,41,41
Rural,4,sdc_2024,2010,-5.816553658536585,-4.9351,3.8267551451652584,41,41
Rural,4,sdc_2024,2015,0.9414658536585365,-0.3332,4.699829450182728,41,41
Rural,4,sdc_2024,2020,-1.0312512195121952,-1.0406,3.037161561731772,41,41
Rural,5,m2026,2005,-3.1471512195121956,-2.9187,3.546748102848717,41,41
Rural,5,m2026,2010,-5.757619512195122,-5.029,4.005023125914476,41,41
Rural,5,m2026,2015,3.326360975609756,1.1159,7.8316754334202985,41,41
Rural,5,sdc_2024,2005,-3.8909536585365854,-3.585,3.5162002387589903,41,41
Rural,5,sdc_2024,2010,-6.75169268292683,-5.618,4.155604161514319,41,41
Rural,5,sdc_2024,2015,0.6537414634146342,-1.8103,6.669335327263715,41,41
Rural,6,m2026,2005,-4.442109756097561,-4.5876,3.975713664413276,41,41
Rural,6,m2026,2010,-6.611531707317073,-5.6878,4.532849689513156,41,41
Rural,6,m2026,2015,4.022929268292682,1.9315,9.081089304820317,41,41
Rural,6,sdc_2024,2005,-5.208865853658537,-5.2242,4.03284059929287,41,41
Rural,6,sdc_2024,2010,-7.64380975609756,-6.6132,4.696682506717101,41,41
Rural,6,sdc_2024,2015,0.9907317073170733,-2.0539,7.786622401768272,41,41
Rural,7,m2026,2005,-5.808221951219513,-5.5976,5.120474941619781,41,41
Rural,7,m2026,2010,-6.755619512195123,-5.6223,4.522154534910296,41,41
Rural,7,m2026,2015,4.389319512195122,0.6427,10.203198333812283,41,41
Rural,7,sdc_2024,2005,-6.653746341463415,-6.4431,5.201172028884334,41,41
Rural,7,sdc_2024,2010,-7.8486926829268295,-7.1848,4.791723142481744,41,41
Rural,7,sdc_2024,2015,0.9514926829268293,-2.2935,8.721199095921106,41,41
Rural,8,m2026,2005,-7.888512195121951,-6.9182,6.2892630081033785,41,41
Rural,8,m2026,2010,-6.594253658536586,-6.9685,4.800025524208052,41,41
Rural,8,m2026,2015,4.745656097560976,1.251,11.120298265133197,41,41
Rural,8,sdc_2024,2005,-8.858660975609755,-7.5386,6.349902856063156,41,41
Rural,8,sdc_2024,2010,-7.768341463414634,-7.7484,5.122851987905546,41,41
Rural,8,sdc_2024,2015,0.8522780487804879,-2.1622,9.367773397411794,41,41
Rural,9,m2026,2005,-9.581824390243902,-9.0599,6.586939482862299,41,41
Rural,9,m2026,2010,-6.569982926829269,-6.9319,5.261695381666561,41,41
Rural,9,m2026,2015,5.034795121951221,1.1892,12.182917064479081,41,41
Rural,9,sdc_2024,2005,-10.722080487804877,-9.5415,6.678670416752856,41,41
Rural,9,sdc_2024,2010,-7.835712195121951,-7.6105,5.573035029415979,41,41
Rural,9,sdc_2024,2015,0.6492536585365856,-2.2551,10.17068012362245,41,41
Rural,10,m2026,2005,-10.548417073170732,-9.2851,7.491068718978035,41,41
Rural,10,m2026,2010,-7.26090975609756,-7.3037,6.440128228451856,41,41
Rural,10,sdc_2024,2005,-11.91339512195122,-10.8169,7.533343455364,41,41
Rural,10,sdc_2024,2010,-8.633012195121951,-8.5707,6.4348549788707405,41,41
Rural,11,m2026,2005,-11.54030243902439,-10.1709,8.335516201756427,41,41
Rural,11,m2026,2010,-7.505973170731707,-8.6705,7.290394334328713,41,41
Rural,11,sdc_2024,2005,-12.96190243902439,-12.2257,8.370027179749412,41,41
Rural,11,sdc_2024,2010,-9.025602439024391,-9.5593,7.3044399413468994,41,41
Rural,12,m2026,2005,-11.82420731707317,-11.1846,9.270913294557076,41,41
Rural,12,m2026,2010,-8.09040731707317,-8.9196,8.048022752278667,41,41
Rural,12,sdc_2024,2005,-13.3546,-13.1504,9.234078636388148,41,41
Rural,12,sdc_2024,2010,-9.759397560975609,-10.6178,8.012258328383071,41,41
Rural,13,m2026,2005,-11.810009756097562,-11.5721,10.455862468032107,41,41
Rural,13,m2026,2010,-8.745392682926829,-9.7545,8.428391973217378,41,41
Rural,13,sdc_2024,2005,-13.492041463414633,-13.7133,10.274783028706143,41,41
Rural,13,sdc_2024,2010,-10.558134146341462,-11.8003,8.41238942315469,41,41
Rural,14,m2026,2005,-11.938187804878046,-12.3955,11.30411644756447,41,41
Rural,14,m2026,2010,-9.48919756097561,-10.8736,9.035828634151043,41,41
Rural,14,sdc_2024,2005,-13.801380487804877,-13.1367,10.941785839711438,41,41
Rural,14,sdc_2024,2010,-11.448734146341463,-12.4234,8.962078608911266,41,41
Rural,15,m2026,2005,-12.753460975609755,-12.8604,12.380999730653377,41,41
Rural,15,sdc_2024,2005,-14.841478048780488,-15.5853,11.524385947318672,41,41
Rural,16,m2026,2005,-13.0470243902439,-14.2108,14.150209335726812,41,41
Rural,16,sdc_2024,2005,-15.368868292682928,-15.764,12.848221463697593,41,41
Rural,17,m2026,2005,-13.64370487804878,-15.3273,15.768595148267826,41,41
Rural,17,sdc_2024,2005,-16.22328536585366,-16.3047,13.928544363636155,41,41
Rural,18,m2026,2005,-14.281826829268292,-15.7247,17.335826190364052,41,41
Rural,18,sdc_2024,2005,-17.13538292682927,-17.2092,14.88046385000989,41,41
Rural,19,m2026,2005,-14.975048780487803,-16.4985,19.09083920079369,41,41
Rural,19,sdc_2024,2005,-18.131209756097558,-18.1894,15.881151934113673,41,41
Urban/College,1,m2026,2005,-2.204625,-2.17305,0.5591924795333595,4,4
Urban/College,1,m2026,2010,-0.787425,-0.74595,1.040345523932634,4,4
Urban/College,1,m2026,2015,-1.635175,-1.56875,0.16971089878574874,4,4
Urban/College,1,m2026,2020,-0.05617500000000003,0.34025,1.0479932549878361,4,4
Urban/College,1,sdc_2024,2005,-1.7601499999999999,-1.6524999999999999,0.5652682283659679,4,4
Urban/College,1,sdc_2024,2010,-0.45937500000000003,-0.40575000000000006,1.1223428423763093,4,4
Urban/College,1,sdc_2024,2015,-1.9219249999999999,-1.8436500000000002,0.40773472891901996,4,4
Urban/College,1,sdc_2024,2020,-0.053600000000000037,0.1682,1.0314745496941098,4,4
Urban/College,2,m2026,2005,-3.8832750000000003,-3.9944,0.6363412678482094,4,4
Urban/College,2,m2026,2010,-2.7272749999999997,-2.4646,1.8767155571636318,4,4
Urban/College,2,m2026,2015,-1.554725,-2.02915,1.4971390792107457,4,4
Urban/College,2,m2026,2020,-0.29755000000000004,0.31355,1.7448811430390705,4,4
Urban/College,2,sdc_2024,2005,-3.04315,-3.18985,0.48524352992423647,4,4
Urban/College,2,sdc_2024,2010,-2.13655,-1.6576000000000002,2.0980971275578897,4,4
Urban/College,2,sdc_2024,2015,-2.1276,-2.24765,1.2212189893708663,4,4
Urban/College,2,sdc_2024,2020,-0.2965,-0.0383,1.7780089276116324,4,4
Urban/College,3,m2026,2005,-5.90725,-6.3867,1.351959818189875,4,4
Urban/College,3,m2026,2010,-4.903625,-5.05875,1.7769218166537324,4,4
Urban/College,3,m2026,2015,-1.3171,-2.0686,3.0132212873711524,4,4
Urban/College,3,m2026,2020,-1.0296999999999998,-0.66665,2.3547754754965493,4,4
Urban/College,3,sdc_2024,2005,-4.724125,-4.9791,1.2178214329284898,4,4
Urban/College,3,sdc_2024,2010,-4.1068750000000005,-3.9556500000000003,2.047346737243108,4,4
Urban/College,3,sdc_2024,2015,-2.175225,-2.50995,2.556272737633187,4,4
Urban/College,3,sdc_2024,2020,-1.026175,-1.19645,2.735084111290425,4,4
Urban/College,4,m2026,2005,-8.1249,-8.66025,2.1550690924732163,4,4
Urban/College,4,m2026,2010,-8.050875,-8.282,2.613484027596113,4,4
Urban/College,4,m2026,2015,-0.7835249999999998,-1.6930999999999998,4.307115213515886,4,4
Urban/College,4,m2026,2020,-1.6597749999999998,-1.549,2.4391719720361387,4,4
Urban/College,4,sdc_2024,2005,-6.65005,-7.0359,1.9305221910146486,4,4
Urban/College,4,sdc_2024,2010,-7.094424999999999,-6.946999999999999,2.9459132544085542,4,4
Urban/College,4,sdc_2024,2015,-1.9243500000000002,-2.16965,3.725688772562733,4,4
Urban/College,4,sdc_2024,2020,-1.651875,-2.263,3.1295740108146775,4,4
Urban/College,5,m2026,2005,-10.129800000000001,-10.494050000000001,3.2375974374011762,4,4
Urban/College,5,m2026,2010,-10.013349999999999,-10.3104,3.099607792931228,4,4
Urban/College,5,m2026,2015,-3.3876749999999998,-3.64225,4.7157535929230505,4,4
Urban/College,5,sdc_2024,2005,-8.398225,-8.5714,3.076955689611622,4,4
Urban/College,5,sdc_2024,2010,-8.911349999999999,-8.767949999999999,3.5066996112204043,4,4
Urban/College,5,sdc_2024,2015,-4.746125,-3.876,4.3677620565342155,4,4
Urban/College,6,m2026,2005,-11.2151,-11.726849999999999,4.254700154730844,4,4
Urban/College,6,m2026,2010,-12.357499999999998,-12.4805,3.5319264252435003,4,4
Urban/College,6,m2026,2015,-3.4225749999999997,-4.4155999999999995,5.740719119515139,4,4
Urban/College,6,sdc_2024,2005,-9.025625,-9.24585,4.13239640997408,4,4
Urban/College,6,sdc_2024,2010,-10.801275,-10.378,3.9286079853428997,4,4
Urban/College,6,sdc_2024,2015,-4.727725,-4.47205,4.905951301140958,4,4
Urban/College,7,m2026,2005,-13.350324999999998,-13.34505,5.3286115898828035,4,4
Urban/College,7,m2026,2010,-13.178275,-14.0022,3.2562648954233846,4,4
Urban/College,7,m2026,2015,-3.6453000000000007,-4.9788499999999996,6.786844805946281,4,4
Urban/College,7,sdc_2024,2005,-10.755375,-10.35425,5.218646569993028,4,4
Urban/College,7,sdc_2024,2010,-11.160599999999999,-11.47205,3.4462697950102514,4,4
Urban/College,7,sdc_2024,2015,-4.8847499999999995,-4.98405,5.596414757384112,4,4
Urban/College,8,m2026,2005,-15.744024999999999,-16.01445,5.39685106049506,4,4
Urban/College,8,m2026,2010,-13.855675,-14.650400000000001,3.6298279172939685,4,4
Urban/College,8,m2026,2015,-4.3222000000000005,-5.8263,8.297216045156352,4,4
Urban/College,8,sdc_2024,2005,-12.774125000000002,-12.580950000000001,5.2851464926874705,4,4
Urban/College,8,sdc_2024,2010,-11.369924999999999,-11.8356,3.5347811411505146,4,4
Urban/College,8,sdc_2024,2015,-5.477425,-5.5042,6.900669064844365,4,4
Urban/College,9,m2026,2005,-18.9685,-19.2475,6.23750436419353,4,4
Urban/College,9,m2026,2010,-14.274775000000002,-15.15915,4.390142630465819,4,4
Urban/College,9,m2026,2015,-4.9456999999999995,-6.4366,9.068022948066831,4,4
Urban/College,9,sdc_2024,2005,-15.680124999999999,-15.43195,6.17165263732765,4,4
Urban/College,9,sdc_2024,2010,-11.300275,-11.78095,4.105787356382858,4,4
Urban/College,9,sdc_2024,2015,-5.995725,-5.8971,7.486021365796832,4,4
Urban/College,10,m2026,2005,-21.154024999999997,-21.43155,6.779111081538149,4,4
Urban/College,10,m2026,2010,-17.35775,-17.8923,5.234379148475967,4,4
Urban/College,10,sdc_2024,2005,-17.523625,-17.2145,6.769068381185603,4,4
Urban/College,10,sdc_2024,2010,-13.973499999999998,-14.00795,5.124262519296475,4,4
Urban/College,11,m2026,2005,-23.52755,-23.615650000000002,7.1708655704872895,4,4
Urban/College,11,m2026,2010,-18.128999999999998,-19.01135,5.385346456821511,4,4
Urban/College,11,sdc_2024,2005,-19.568849999999998,-18.94795,7.185261995919146,4,4
Urban/College,11,sdc_2024,2010,-14.366249999999999,-14.7341,4.947980383617811,4,4
Urban/College,12,m2026,2005,-24.610025,-25.34065,6.899643742674932,4,4
Urban/College,12,m2026,2010,-19.064,-20.14795,5.7425289185166495,4,4
Urban/College,12,sdc_2024,2005,-20.261850000000003,-20.2076,6.806727878846536,4,4
Urban/College,12,sdc_2024,2010,-14.908450000000002,-15.45275,5.065953619013897,4,4
Urban/College,13,m2026,2005,-25.556824999999996,-27.00045,7.065814026883243,4,4
Urban/College,13,m2026,2010,-20.37895,-21.3182,6.617763516224092,4,4
Urban/College,13,sdc_2024,2005,-20.807975,-21.4047,6.844972824087763,4,4
Urban/College,13,sdc_2024,2010,-15.835149999999999,-16.185299999999998,5.821544391024315,4,4
Urban/College,14,m2026,2005,-26.268500000000003,-28.354799999999997,7.575820849254554,4,4
Urban/College,14,m2026,2010,-21.6391,-22.405250000000002,6.989818250856026,4,4
Urban/College,14,sdc_2024,2005,-21.094125,-22.273400000000002,7.274168017661308,4,4
Urban/College,14,sdc_2024,2010,-16.679775,-16.7977,6.145640549948123,4,4
Urban/College,15,m2026,2005,-29.237750000000002,-31.4079,8.183302670478874,4,4
Urban/College,15,sdc_2024,2005,-23.786675000000002,-24.98405,8.05863074282267,4,4
Urban/College,16,m2026,2005,-30.244449999999997,-32.8553,8.244752274628995,4,4
Urban/College,16,sdc_2024,2005,-24.551550000000002,-26.1198,7.910262411787192,4,4
Urban/College,17,m2026,2005,-31.3784,-34.38935,8.434351485443324,4,4
Urban/College,17,sdc_2024,2005,-25.441200000000002,-27.344450000000002,7.957290365863663,4,4
Urban/College,18,m2026,2005,-32.821175000000004,-36.24615,8.905185413519847,4,4
Urban/College,18,sdc_2024,2005,-26.6616,-29.2217,8.348149279930253,4,4
Urban/College,19,m2026,2005,-34.2016,-37.4955,9.117405918717596,4,4
Urban/College,19,sdc_2024,2005,-27.7984,-30.314049999999998,8.566398530304317,4,4
