county_name,age_group,sex,migration_rate
Adams,0-4,male,0.013692630559205348
Barnes,0-4,male,0.06378078807162395
Benson,0-4,male,0.11050123907174392
Billings,0-4,male,0.07433894047441374
Bottineau,0-4,male,0.14661095760433634
Bowman,0-4,male,0.20000363935551393
Burke,0-4,male,0.17096799485509376
Burleigh,0-4,male,0.07302641574154481
Cass,0-4,male,0.039383584158881366
Cavalier,0-4,male,0.23343502537073169
Dickey,0-4,male,0.11894327983995127
Divide,0-4,male,0.25338449724473067
Dunn,0-4,male,0.10279393991377525
Eddy,0-4,male,0.15722787112983577
Emmons,0-4,male,0.30100581108312646
Foster,0-4,male,0.09117162112143698
Golden Valley,0-4,male,0.019250751197553276
Grand Forks,0-4,male,-0.03006918582956416
Grant,0-4,male,0.014227125380605667
Griggs,0-4,male,0.05308933900971357
Hettinger,0-4,male,0.023554819412449243
Kidder,0-4,male,0.14638668182290043
LaMoure,0-4,male,0.12191400217246263
Logan,0-4,male,0.2644198868359316
McHenry,0-4,male,0.1015893286517512
McIntosh,0-4,male,0.13554853980813927
McKenzie,0-4,male,0.4269316543739672
McLean,0-4,male,0.1590637170831831
Mercer,0-4,male,0.10452956215988686
Morton,0-4,male,0.09024516605588823
Mountrail,0-4,male,0.11266935192233767
Nelson,0-4,male,0.15749318370679807
Oliver,0-4,male,0.05709497061619434
Pembina,0-4,male,0.12458270448750802
Pierce,0-4,male,0.2265014866792594
Ramsey,0-4,male,0.09810071807008242
Ransom,0-4,male,0.17335048141389597
Renville,0-4,male,0.08467018771798467
Richland,0-4,male,0.14127872079512094
Rolette,0-4,male,0.12204476286285067
Sargent,0-4,male,0.12272111246322287
Sheridan,0-4,male,0.10401731085809815
Sioux,0-4,male,0.20053314164173566
Slope,0-4,male,0.21824203735054157
Stark,0-4,male,0.06536939381578857
Steele,0-4,male,0.14563348483238142
Stutsman,0-4,male,0.047138680203320286
Towner,0-4,male,0.20242769604285635
Traill,0-4,male,0.08424678240750132
Walsh,0-4,male,0.13302967445373823
Ward,0-4,male,0.02628349032743278
Wells,0-4,male,0.12009244538550998
Williams,0-4,male,0.16300764388138486
Adams,5-9,male,0.058223604861408734
Barnes,5-9,male,0.02477921995930559
Benson,5-9,male,-0.023308003244498617
Billings,5-9,male,-0.015613426090563197
Bottineau,5-9,male,0.06688112731065732
Bowman,5-9,male,0.009893929836578226
Burke,5-9,male,0.13500878666610774
Burleigh,5-9,male,0.0630308994613641
Cass,5-9,male,0.01893433525619507
Cavalier,5-9,male,-0.0022987294147806597
Dickey,5-9,male,0.057785215188634366
Divide,5-9,male,0.2000968908502566
Dunn,5-9,male,0.048029021574083744
Eddy,5-9,male,0.08709716914354686
Emmons,5-9,male,0.016719200564088342
Foster,5-9,male,0.04267828522180077
Golden Valley,5-9,male,-0.0008707093022918531
Grand Forks,5-9,male,-0.04442181825443515
Grant,5-9,male,0.06507383375804096
Griggs,5-9,male,0.10443019123813443
Hettinger,5-9,male,0.22050534216544274
Kidder,5-9,male,0.05250765765120787
LaMoure,5-9,male,0.0717389653071362
Logan,5-9,male,0.021930845742308056
McHenry,5-9,male,0.1442775581564286
McIntosh,5-9,male,-0.027912537137089792
McKenzie,5-9,male,0.26019432461685243
McLean,5-9,male,0.055616718905911404
Mercer,5-9,male,0.15666477383236996
Morton,5-9,male,0.0451526836835211
Mountrail,5-9,male,0.156277116328898
Nelson,5-9,male,0.05497772701408306
Oliver,5-9,male,0.24132864094541717
Pembina,5-9,male,0.006602047205622791
Pierce,5-9,male,0.08293491535088848
Ramsey,5-9,male,0.0039493627173263985
Ransom,5-9,male,0.0721634808005057
Renville,5-9,male,0.07354088016749045
Richland,5-9,male,-0.0004175644254880988
Rolette,5-9,male,0.003042998694275826
Sargent,5-9,male,0.08317815110422576
Sheridan,5-9,male,0.37764398654381637
Sioux,5-9,male,-0.04692998281767057
Slope,5-9,male,0.03207989197254239
Stark,5-9,male,0.1524403241346103
Steele,5-9,male,-0.027167210259057616
Stutsman,5-9,male,0.051770278076412164
Towner,5-9,male,-0.03310324919519489
Traill,5-9,male,0.060863672482916714
Walsh,5-9,male,-0.056727018459565126
Ward,5-9,male,-0.04970950426372362
Wells,5-9,male,0.1022637949050377
Williams,5-9,male,0.2158881326933547
Adams,10-14,male,0.06725470249936052
Barnes,10-14,male,0.04686781098809116
Benson,10-14,male,-0.009788232412156095
Billings,10-14,male,0.10981179856583269
Bottineau,10-14,male,0.08982574814325417
Bowman,10-14,male,0.07221332791889652
Burke,10-14,male,0.06941961490855822
Burleigh,10-14,male,0.05173547307315786
Cass,10-14,male,0.025561887312108948
Cavalier,10-14,male,0.08836150493518496
Dickey,10-14,male,-0.012751987361131608
Divide,10-14,male,0.10427942574213474
Dunn,10-14,male,0.09834915714585127
Eddy,10-14,male,-0.037644532131509804
Emmons,10-14,male,0.0317561827643422
Foster,10-14,male,0.009566141625524965
Golden Valley,10-14,male,0.09015816343847509
Grand Forks,10-14,male,-0.023758233639059965
Grant,10-14,male,0.0643559689481996
Griggs,10-14,male,0.09709092856685488
Hettinger,10-14,male,0.05153956955925523
Kidder,10-14,male,0.002298493323947896
LaMoure,10-14,male,0.0875069019053376
Logan,10-14,male,0.06823539977498438
McHenry,10-14,male,0.06640557662383233
McIntosh,10-14,male,-0.0060754180368627515
McKenzie,10-14,male,0.35107165086855646
McLean,10-14,male,0.0908568368443116
Mercer,10-14,male,0.03044785968765924
Morton,10-14,male,0.051390325113921075
Mountrail,10-14,male,0.109313284491053
Nelson,10-14,male,0.026942205713522696
Oliver,10-14,male,0.03820595809232327
Pembina,10-14,male,0.014230312342106297
Pierce,10-14,male,0.02179912230579968
Ramsey,10-14,male,0.02727650400027699
Ransom,10-14,male,0.061650582440416456
Renville,10-14,male,0.048366824055857426
Richland,10-14,male,0.008273514197893317
Rolette,10-14,male,-0.028174024711443636
Sargent,10-14,male,0.05192980481321561
Sheridan,10-14,male,-0.08604902697229878
Sioux,10-14,male,-0.05065351093770218
Slope,10-14,male,0.07780162870410394
Stark,10-14,male,0.07382436281118666
Steele,10-14,male,0.00992516170901756
Stutsman,10-14,male,0.018185042288492624
Towner,10-14,male,0.10461083968136468
Traill,10-14,male,0.0420737473152919
Walsh,10-14,male,0.06757068844086292
Ward,10-14,male,-0.01647731260552553
Wells,10-14,male,-0.001134399156289987
Williams,10-14,male,0.19113800293705843
Adams,15-19,male,-0.06915826979754595
Barnes,15-19,male,0.1286909154411649
Benson,15-19,male,-0.12691217082211081
Billings,15-19,male,0.017151147798364574
Bottineau,15-19,male,0.1030779863764727
Bowman,15-19,male,-0.09565716125652937
Burke,15-19,male,-0.07030119180225415
Burleigh,15-19,male,0.08702717983817304
Cass,15-19,male,0.23686532375617186
Cavalier,15-19,male,-0.09565677707174709
Dickey,15-19,male,0.05061028130764664
Divide,15-19,male,-0.03426815826668043
Dunn,15-19,male,-0.03863280077046565
Eddy,15-19,male,-0.03658140468730127
Emmons,15-19,male,-0.04984895932266498
Foster,15-19,male,-0.0229201845160734
Golden Valley,15-19,male,0.06654349951638766
Grand Forks,15-19,male,0.41050286374145495
Grant,15-19,male,-0.05581181385898792
Griggs,15-19,male,-0.09013228039171801
Hettinger,15-19,male,0.010011103817057656
Kidder,15-19,male,-0.0530510415296858
LaMoure,15-19,male,-0.0608416349441069
Logan,15-19,male,-0.06339277846218185
McHenry,15-19,male,-0.030939520583525795
McIntosh,15-19,male,-0.05118077903297256
McKenzie,15-19,male,0.10788067389761839
McLean,15-19,male,-0.029663319968431193
Mercer,15-19,male,-0.05575747547001682
Morton,15-19,male,-0.0052955109620869195
Mountrail,15-19,male,0.03504015700977833
Nelson,15-19,male,-0.047117969472415304
Oliver,15-19,male,-0.07471769591354047
Pembina,15-19,male,-0.08803646849995654
Pierce,15-19,male,-0.03346716287656443
Ramsey,15-19,male,0.05000669059964302
Ransom,15-19,male,-0.026655189008909584
Renville,15-19,male,-0.08519101724808953
Richland,15-19,male,0.2814261034387676
Rolette,15-19,male,-0.051730740685402156
Sargent,15-19,male,-0.0944826097919804
Sheridan,15-19,male,-0.11161267340713148
Sioux,15-19,male,0.017729013461032075
Slope,15-19,male,0.03648513272974572
Stark,15-19,male,0.11360669422324184
Steele,15-19,male,-0.05667497222280115
Stutsman,15-19,male,0.06903413824066744
Towner,15-19,male,-0.09741917260087458
Traill,15-19,male,0.1457567056411081
Walsh,15-19,male,0.0014349007678390664
Ward,15-19,male,0.11181893905194767
Wells,15-19,male,-0.03801545259891195
Williams,15-19,male,0.11535626695115439
Adams,20-24,male,-0.23786460701502818
Barnes,20-24,male,-0.03557903412954246
Benson,20-24,male,-0.19251735681491586
Billings,20-24,male,-0.05373039376734563
Bottineau,20-24,male,-0.10665612340211116
Bowman,20-24,male,-0.14739787973001753
Burke,20-24,male,-0.07585646510215648
Burleigh,20-24,male,0.0807620344290171
Cass,20-24,male,0.5472687138097353
Cavalier,20-24,male,-0.19522331253828382
Dickey,20-24,male,-0.04643884615806606
Divide,20-24,male,-0.09692303397274955
Dunn,20-24,male,-0.05344354976515259
Eddy,20-24,male,-0.19462132016070927
Emmons,20-24,male,-0.2506493258691758
Foster,20-24,male,-0.17545433539784275
Golden Valley,20-24,male,-0.30957691540931737
Grand Forks,20-24,male,0.6339861226706309
Grant,20-24,male,-0.2442269636171874
Griggs,20-24,male,-0.18505784114916085
Hettinger,20-24,male,-0.24343201189911498
Kidder,20-24,male,-0.15716563345164034
LaMoure,20-24,male,-0.24969584854822421
Logan,20-24,male,-0.15672287907408178
McHenry,20-24,male,-0.22602011007347306
McIntosh,20-24,male,-0.23920912295035562
McKenzie,20-24,male,0.18664902365325856
McLean,20-24,male,-0.2190087835661865
Mercer,20-24,male,-0.21681421888602806
Morton,20-24,male,-0.06503031202929443
Mountrail,20-24,male,0.18622774294001176
Nelson,20-24,male,-0.2128049559583389
Oliver,20-24,male,-0.27797377913288923
Pembina,20-24,male,-0.2086704885028225
Pierce,20-24,male,-0.13638844928852908
Ramsey,20-24,male,-0.09854890362901911
Ransom,20-24,male,-0.18173220570507564
Renville,20-24,male,-0.11526177909376291
Richland,20-24,male,0.07097787201785528
Rolette,20-24,male,-0.21970835537084069
Sargent,20-24,male,-0.18648444869490885
Sheridan,20-24,male,-0.22412510160636687
Sioux,20-24,male,-0.16792303475947298
Slope,20-24,male,-0.21135129857014331
Stark,20-24,male,0.16238602052069373
Steele,20-24,male,-0.23066510709835336
Stutsman,20-24,male,0.06895140844375842
Towner,20-24,male,-0.18146773958487306
Traill,20-24,male,-0.1026483143954531
Walsh,20-24,male,-0.19024908307957158
Ward,20-24,male,0.47146226973251243
Wells,20-24,male,-0.2420162119382169
Williams,20-24,male,0.22799588557978143
Adams,25-29,male,0.09055816859159194
Barnes,25-29,male,-0.1624453919904751
Benson,25-29,male,-0.024122020874720627
Billings,25-29,male,0.1602103191941969
Bottineau,25-29,male,-0.12852527428642488
Bowman,25-29,male,0.17224136076098984
Burke,25-29,male,0.30737920882603076
Burleigh,25-29,male,0.05879299741914843
Cass,25-29,male,-0.11971806773827719
Cavalier,25-29,male,0.007473361851490462
Dickey,25-29,male,-0.1884557433791687
Divide,25-29,male,0.25766215228978556
Dunn,25-29,male,0.30537509893854503
Eddy,25-29,male,0.09075047757567453
Emmons,25-29,male,-0.028550095235111067
Foster,25-29,male,0.018184106430231984
Golden Valley,25-29,male,0.07766566788567027
Grand Forks,25-29,male,-0.2848500381680374
Grant,25-29,male,0.06101045368922425
Griggs,25-29,male,0.10547844246046245
Hettinger,25-29,male,0.15687155664308297
Kidder,25-29,male,0.13137713639180712
LaMoure,25-29,male,0.027539965822025565
Logan,25-29,male,-0.008401522548551235
McHenry,25-29,male,0.15991271567376722
McIntosh,25-29,male,0.03544955313232348
McKenzie,25-29,male,0.43845910364291657
McLean,25-29,male,0.12274328385796192
Mercer,25-29,male,0.21850272211354652
Morton,25-29,male,0.24868087141526907
Mountrail,25-29,male,0.17361500072862865
Nelson,25-29,male,0.1356948067212971
Oliver,25-29,male,0.1964906270816045
Pembina,25-29,male,0.03632055996425138
Pierce,25-29,male,0.006068804113410953
Ramsey,25-29,male,0.0012474066046224501
Ransom,25-29,male,0.07169713563610271
Renville,25-29,male,0.24112528228606117
Richland,25-29,male,-0.2841323509451781
Rolette,25-29,male,-0.0785272271963751
Sargent,25-29,male,0.29468004333509146
Sheridan,25-29,male,0.10869834419355365
Sioux,25-29,male,-0.07676245999141254
Slope,25-29,male,0.4520016579966419
Stark,25-29,male,0.05027279126675651
Steele,25-29,male,0.1901878973014124
Stutsman,25-29,male,-0.09868755233414715
Towner,25-29,male,-0.013732961341160964
Traill,25-29,male,-0.13806230112717496
Walsh,25-29,male,0.018695361459415555
Ward,25-29,male,-0.07215815756846983
Wells,25-29,male,0.062215539623476396
Williams,25-29,male,0.42781917244413864
Adams,30-34,male,0.2256054208990014
Barnes,30-34,male,0.06274817681770911
Benson,30-34,male,-0.005512506743787771
Billings,30-34,male,0.13156674310894567
Bottineau,30-34,male,0.1364842618678727
Bowman,30-34,male,0.10630935537423106
Burke,30-34,male,0.2004910029938467
Burleigh,30-34,male,0.05914973149393302
Cass,30-34,male,0.02758487898392124
Cavalier,30-34,male,0.22652623315822085
Dickey,30-34,male,0.03617675883778173
Divide,30-34,male,0.2562771245743934
Dunn,30-34,male,0.14766280579147584
Eddy,30-34,male,0.11894863066439243
Emmons,30-34,male,0.21220074318582827
Foster,30-34,male,0.12040578078355253
Golden Valley,30-34,male,0.2125740483860026
Grand Forks,30-34,male,-0.09397280857403482
Grant,30-34,male,-0.027970010782283467
Griggs,30-34,male,0.1755636381670523
Hettinger,30-34,male,0.24084624006293145
Kidder,30-34,male,0.06064516928692831
LaMoure,30-34,male,0.07264533551732218
Logan,30-34,male,0.1851663457398611
McHenry,30-34,male,0.0831042279143019
McIntosh,30-34,male,0.24083314428724353
McKenzie,30-34,male,0.45999131931192677
McLean,30-34,male,0.21113447502819896
Mercer,30-34,male,0.1586740665967901
Morton,30-34,male,0.11473912748881761
Mountrail,30-34,male,0.1442174657296782
Nelson,30-34,male,0.16077201803741886
Oliver,30-34,male,0.09109670205339793
Pembina,30-34,male,0.139500443979719
Pierce,30-34,male,0.12193425655718888
Ramsey,30-34,male,0.05669293669978208
Ransom,30-34,male,0.18043390047897664
Renville,30-34,male,0.013589623616141055
Richland,30-34,male,0.05457863736448696
Rolette,30-34,male,-0.013927708878679545
Sargent,30-34,male,0.026172851710902886
Sheridan,30-34,male,0.09300722024789251
Sioux,30-34,male,-0.0779959757895247
Slope,30-34,male,0.06614780560937832
Stark,30-34,male,0.10869134796822336
Steele,30-34,male,0.10413833304880626
Stutsman,30-34,male,0.0566845187030939
Towner,30-34,male,0.018817309377531826
Traill,30-34,male,0.07873662833741638
Walsh,30-34,male,0.04862090737022185
Ward,30-34,male,-0.04978439406305268
Wells,30-34,male,0.1675955073578816
Williams,30-34,male,0.27467088566531345
Adams,35-39,male,0.04382222383651372
Barnes,35-39,male,0.024842413135893394
Benson,35-39,male,-0.027359440925568388
Billings,35-39,male,0.19451117647313065
Bottineau,35-39,male,0.07479394693483922
Bowman,35-39,male,0.012601330174479028
Burke,35-39,male,0.09509002500073836
Burleigh,35-39,male,0.06076558129230657
Cass,35-39,male,0.004882685516403945
Cavalier,35-39,male,0.015150585387227631
Dickey,35-39,male,0.011123836083443427
Divide,35-39,male,0.09026467110588782
Dunn,35-39,male,0.16695633142050126
Eddy,35-39,male,-0.005940646805728884
Emmons,35-39,male,0.012538321330700007
Foster,35-39,male,0.05939678069815003
Golden Valley,35-39,male,0.02408261433108609
Grand Forks,35-39,male,-0.04689951956698148
Grant,35-39,male,0.22714083155027992
Griggs,35-39,male,0.023879576005582413
Hettinger,35-39,male,0.08591210700618679
Kidder,35-39,male,0.09569491504334708
LaMoure,35-39,male,0.2772576787133988
Logan,35-39,male,0.0658293718830497
McHenry,35-39,male,0.12076064829929262
McIntosh,35-39,male,0.015622936876951881
McKenzie,35-39,male,0.3831073505720706
McLean,35-39,male,0.14053973348719526
Mercer,35-39,male,0.09897325130447611
Morton,35-39,male,0.06624411186698884
Mountrail,35-39,male,0.06448683037016453
Nelson,35-39,male,0.016259643260873122
Oliver,35-39,male,0.06910369595342025
Pembina,35-39,male,0.05415552913097826
Pierce,35-39,male,-0.0332683359159151
Ramsey,35-39,male,-0.008454772493581064
Ransom,35-39,male,0.020748389795084234
Renville,35-39,male,0.10226963081776581
Richland,35-39,male,0.0020554839843170613
Rolette,35-39,male,-0.0453285557672982
Sargent,35-39,male,0.012459747542098928
Sheridan,35-39,male,0.09234017279389513
Sioux,35-39,male,-0.021189582702223844
Slope,35-39,male,0.01639472527027157
Stark,35-39,male,0.09023592295403063
Steele,35-39,male,-0.005842901377345601
Stutsman,35-39,male,0.03167431830786076
Towner,35-39,male,0.038376361620724504
Traill,35-39,male,0.04154838076565975
Walsh,35-39,male,-0.015444332324050906
Ward,35-39,male,-0.005964823702641978
Wells,35-39,male,-0.066477586397039
Williams,35-39,male,0.15494384254198043
Adams,40-44,male,-0.009786102767100166
Barnes,40-44,male,0.017567107557198196
Benson,40-44,male,-0.01705585152265765
Billings,40-44,male,0.08835880717506699
Bottineau,40-44,male,0.0218486042410219
Bowman,40-44,male,0.08061989790202899
Burke,40-44,male,0.12051138333737856
Burleigh,40-44,male,0.04268403187495302
Cass,40-44,male,0.013924286045961817
Cavalier,40-44,male,0.0035108968306893228
Dickey,40-44,male,0.008360708655025889
Divide,40-44,male,0.05098356637037851
Dunn,40-44,male,0.019267716947439603
Eddy,40-44,male,0.02337160170772515
Emmons,40-44,male,0.01900366692619532
Foster,40-44,male,0.031410161879112726
Golden Valley,40-44,male,-0.004833771201153818
Grand Forks,40-44,male,-0.04807512317936341
Grant,40-44,male,0.04931570068369301
Griggs,40-44,male,0.060361787794943327
Hettinger,40-44,male,0.0282763475848136
Kidder,40-44,male,0.043953294015365074
LaMoure,40-44,male,0.034039934203802545
Logan,40-44,male,0.04623668873566441
McHenry,40-44,male,0.040740613594156184
McIntosh,40-44,male,0.015192457875110277
McKenzie,40-44,male,0.20649491935632547
McLean,40-44,male,0.026382779772615047
Mercer,40-44,male,0.019835555515759072
Morton,40-44,male,0.04484810937902697
Mountrail,40-44,male,0.07354011705297638
Nelson,40-44,male,0.04047802440707797
Oliver,40-44,male,0.060444810881475006
Pembina,40-44,male,-0.05007107509626745
Pierce,40-44,male,0.10434817058464149
Ramsey,40-44,male,0.0014537503319226959
Ransom,40-44,male,0.0937366584505806
Renville,40-44,male,-0.03323352449089998
Richland,40-44,male,0.029754329115702145
Rolette,40-44,male,-0.0061064303735590105
Sargent,40-44,male,0.05962605945830552
Sheridan,40-44,male,0.008797622026628111
Sioux,40-44,male,-0.04755073809929509
Slope,40-44,male,0.17809500395400094
Stark,40-44,male,0.09499754343097905
Steele,40-44,male,0.09816953655058248
Stutsman,40-44,male,0.018034338689865825
Towner,40-44,male,0.07460175605343933
Traill,40-44,male,0.018154268308799595
Walsh,40-44,male,0.048083627284958096
Ward,40-44,male,-0.014252507750388247
Wells,40-44,male,0.07723186059591865
Williams,40-44,male,0.19522707542274462
Adams,45-49,male,0.026871993097694488
Barnes,45-49,male,0.02853813784275977
Benson,45-49,male,-0.04197880558925066
Billings,45-49,male,0.1887361851238157
Bottineau,45-49,male,0.018485260400301448
Bowman,45-49,male,-0.042140580380249856
Burke,45-49,male,0.0669829341503281
Burleigh,45-49,male,0.026960076254152164
Cass,45-49,male,0.010909136038516386
Cavalier,45-49,male,0.05590850744845463
Dickey,45-49,male,0.01712510507250912
Divide,45-49,male,0.07727545214854316
Dunn,45-49,male,0.08293315778910226
Eddy,45-49,male,0.005723913912066115
Emmons,45-49,male,0.053018756236426996
Foster,45-49,male,0.030274604099534
Golden Valley,45-49,male,-0.024805596096708477
Grand Forks,45-49,male,-0.02278456452659686
Grant,45-49,male,0.03367391340307059
Griggs,45-49,male,0.0729321460046372
Hettinger,45-49,male,0.05443476442438275
Kidder,45-49,male,0.03602496936929396
LaMoure,45-49,male,-0.009509978893155567
Logan,45-49,male,0.054795969435650065
McHenry,45-49,male,0.018936562157526583
McIntosh,45-49,male,0.029275507510721166
McKenzie,45-49,male,0.2363458370165963
McLean,45-49,male,0.04582699053817923
Mercer,45-49,male,0.04796676578245733
Morton,45-49,male,0.04229339794391338
Mountrail,45-49,male,0.13046043438220714
Nelson,45-49,male,0.02764480211623317
Oliver,45-49,male,0.03938243143337289
Pembina,45-49,male,-0.0009247045081668359
Pierce,45-49,male,-0.01591088760462417
Ramsey,45-49,male,-0.010669355498919253
Ransom,45-49,male,0.012723748284889482
Renville,45-49,male,0.015774766956103536
Richland,45-49,male,0.004183412595794474
Rolette,45-49,male,-0.05003353785718956
Sargent,45-49,male,0.08258714965767722
Sheridan,45-49,male,0.061471422110341574
Sioux,45-49,male,-0.028160156647743503
Slope,45-49,male,-0.10344326500279705
Stark,45-49,male,0.08857441045213077
Steele,45-49,male,0.003555410047470583
Stutsman,45-49,male,0.01949186427911202
Towner,45-49,male,-0.013577045106031691
Traill,45-49,male,0.033639334498350645
Walsh,45-49,male,0.014597228444296536
Ward,45-49,male,-0.01871435318865215
Wells,45-49,male,0.042017010898085065
Williams,45-49,male,0.1618151867042652
Adams,50-54,male,-0.026406401148422128
Barnes,50-54,male,0.04186403315267014
Benson,50-54,male,-0.017446308314819223
Billings,50-54,male,0.14671056451188558
Bottineau,50-54,male,0.036054439818511946
Bowman,50-54,male,0.011572477834641477
Burke,50-54,male,0.02100925224408113
Burleigh,50-54,male,0.01708209589337105
Cass,50-54,male,0.02042227972038321
Cavalier,50-54,male,0.0016058028781241135
Dickey,50-54,male,0.00904741436757767
Divide,50-54,male,0.07402932159191787
Dunn,50-54,male,0.053635594560563604
Eddy,50-54,male,0.015224310827907268
Emmons,50-54,male,0.054498946806440816
Foster,50-54,male,0.051020464910247344
Golden Valley,50-54,male,0.14687059392228158
Grand Forks,50-54,male,0.0017960500750694994
Grant,50-54,male,0.018986875938190536
Griggs,50-54,male,0.02166674580253458
Hettinger,50-54,male,0.057653284895323016
Kidder,50-54,male,0.04931355999294183
LaMoure,50-54,male,0.07833834600057706
Logan,50-54,male,0.03565546473282702
McHenry,50-54,male,0.01329308943192222
McIntosh,50-54,male,0.09864060911789126
McKenzie,50-54,male,0.23615640688575518
McLean,50-54,male,0.07070110246846908
Mercer,50-54,male,0.022329332005200472
Morton,50-54,male,0.0444010975290415
Mountrail,50-54,male,0.06503417185145213
Nelson,50-54,male,0.031943621888996104
Oliver,50-54,male,0.07020798982043902
Pembina,50-54,male,0.013716502263309812
Pierce,50-54,male,0.016613186223827403
Ramsey,50-54,male,0.02096868949340156
Ransom,50-54,male,0.05969933032529482
Renville,50-54,male,0.05273930203468505
Richland,50-54,male,-0.0034370036196240713
Rolette,50-54,male,-0.04441102657121863
Sargent,50-54,male,0.049790942125858065
Sheridan,50-54,male,-0.01316553650568613
Sioux,50-54,male,-0.03818933900395576
Slope,50-54,male,0.14285798674908118
Stark,50-54,male,0.06751652937654365
Steele,50-54,male,0.030821250455330577
Stutsman,50-54,male,0.009547255009827508
Towner,50-54,male,0.06767107172205657
Traill,50-54,male,0.009419107703834447
Walsh,50-54,male,0.02667557397682903
Ward,50-54,male,0.0020985415339992547
Wells,50-54,male,0.037295389483583324
Williams,50-54,male,0.1374732617983516
Adams,55-59,male,0.020947321833468934
Barnes,55-59,male,0.01724095442005651
Benson,55-59,male,-0.01917040386079814
Billings,55-59,male,-0.008213217236368019
Bottineau,55-59,male,-0.024013132011541448
Bowman,55-59,male,-0.061082305128944824
Burke,55-59,male,0.019965700058794444
Burleigh,55-59,male,0.026973969274651146
Cass,55-59,male,0.015218047786475708
Cavalier,55-59,male,0.01055668722664656
Dickey,55-59,male,0.04121611865726772
Divide,55-59,male,0.095663924564273
Dunn,55-59,male,0.1030790558969231
Eddy,55-59,male,0.0841089564662931
Emmons,55-59,male,0.023653278502547816
Foster,55-59,male,0.008223285104003952
Golden Valley,55-59,male,-0.06334652596955291
Grand Forks,55-59,male,0.007810868242359624
Grant,55-59,male,0.027938695923776354
Griggs,55-59,male,-0.004283524507109847
Hettinger,55-59,male,-0.011990250670880795
Kidder,55-59,male,-0.048306516038428046
LaMoure,55-59,male,0.0010335817502388992
Logan,55-59,male,-0.01945007559864979
McHenry,55-59,male,0.007913690577369598
McIntosh,55-59,male,0.011782534782824011
McKenzie,55-59,male,0.09418790902699599
McLean,55-59,male,0.020782580884246584
Mercer,55-59,male,0.005937555886225761
Morton,55-59,male,0.020304863331390494
Mountrail,55-59,male,0.08369498647698233
Nelson,55-59,male,0.043976465022145285
Oliver,55-59,male,-0.012477152735900438
Pembina,55-59,male,0.035969901577747834
Pierce,55-59,male,0.02930965096238726
Ramsey,55-59,male,0.007357122187385398
Ransom,55-59,male,0.061913677280209724
Renville,55-59,male,0.02638715257121831
Richland,55-59,male,0.009854870417470017
Rolette,55-59,male,-0.014999460575670226
Sargent,55-59,male,0.01797396519787294
Sheridan,55-59,male,0.0007375115176083539
Sioux,55-59,male,-0.0021799937157380694
Slope,55-59,male,0.10750899692841681
Stark,55-59,male,0.026709417238819085
Steele,55-59,male,0.021125294356907447
Stutsman,55-59,male,0.00020469081472589785
Towner,55-59,male,-0.011160002812248925
Traill,55-59,male,0.02377495544822034
Walsh,55-59,male,-0.01578386091277272
Ward,55-59,male,-0.006544751164904769
Wells,55-59,male,-0.019880648286975545
Williams,55-59,male,0.07234949098159274
Adams,60-64,male,0.014286985251212166
Barnes,60-64,male,0.005343335040219813
Benson,60-64,male,0.005645576115757278
Billings,60-64,male,0.022030734013771938
Bottineau,60-64,male,0.038217347846743195
Bowman,60-64,male,0.054878981092470545
Burke,60-64,male,-0.00461558454516
Burleigh,60-64,male,0.004811452018256503
Cass,60-64,male,-0.009213265978919897
Cavalier,60-64,male,-0.03168273529236138
Dickey,60-64,male,0.004347658970161858
Divide,60-64,male,-0.04036158860760781
Dunn,60-64,male,-0.04217121144528523
Eddy,60-64,male,-0.016930620602615423
Emmons,60-64,male,0.01636929325883403
Foster,60-64,male,-0.034242203242075483
Golden Valley,60-64,male,0.1472791249908583
Grand Forks,60-64,male,-0.0339913986255376
Grant,60-64,male,0.05284645742953536
